date,rental
2021-04-05,82952.43573760986
2021-04-06,79806.80340385437
2021-04-07,82390.59292030334
2021-04-08,79718.23762321472
2021-04-09,82685.0819530487
2021-04-10,88071.09990119934
2021-04-11,91253.78515052795
2021-04-12,55363.305183410645
2021-04-13,46911.00464439392
2021-04-14,71450.9587059021
2021-04-15,87929.85938072205
2021-04-16,60401.336629867554
2021-04-17,37670.70861053467
2021-04-18,86295.08938026428
2021-04-19,93292.57267189026
2021-04-20,103236.8011264801
2021-04-21,111495.15197181702
2021-04-22,106477.54384422302
2021-04-23,79027.44887161255
2021-04-24,91927.92507362366
2021-04-25,91196.7829208374
2021-04-26,95184.96885490417
2021-04-27,79424.00851249695
2021-04-28,79386.63189697266
2021-04-29,80427.38929367065
2021-04-30,35536.40402793884
2021-05-01,47933.14806556702
2021-05-02,107011.96096420288
2021-05-03,104967.98856544495
2021-05-04,39215.65668487549
2021-05-05,95866.17148971558
2021-05-06,105194.33719062805
2021-05-07,-143059.43962860107
2021-05-08,-618881.0050296783
2021-05-09,102696.48852729797
2021-05-10,60447.74404335022
2021-05-11,115214.81237792969
2021-05-12,115573.88009262085
2021-05-13,111563.84505462646
2021-05-14,112710.83910942078
2021-05-15,76845.2566871643
2021-05-16,5937.5863246917725
2021-05-17,42027.2334651947
2021-05-18,99725.43160247803
2021-05-19,116669.97834396362
2021-05-20,80876.51372528076
2021-05-21,50695.762563705444
2021-05-22,97635.07526779175
2021-05-23,101842.1032295227
2021-05-24,103551.40797805786
2021-05-25,55790.17962837219
2021-05-26,102586.55486297607
2021-05-27,57188.92760467529
2021-05-28,64442.969009399414
2021-05-29,90665.66667556763
2021-05-30,81831.31953239441
2021-05-31,89885.0760383606
2021-06-01,88388.0499343872
2021-06-02,130893.90724945068
2021-06-03,50198.727071762085
2021-06-04,115452.85055160522
2021-06-05,118531.3659915924
2021-06-06,125426.83559417725
2021-06-07,92635.31758117676
2021-06-08,124926.89639854431
2021-06-09,128180.9819278717
2021-06-10,102815.35284042358
2021-06-11,74276.71046066284
2021-06-12,113801.87025260925
2021-06-13,110464.09299850464
2021-06-14,120933.54278182983
2021-06-15,90564.23342704773
2021-06-16,118687.90125465393
2021-06-17,93936.04067611694
2021-06-18,54812.561155319214
2021-06-19,119498.33793258667
2021-06-20,116508.97771263123
2021-06-21,122137.64282226562
2021-06-22,89410.3649482727
2021-06-23,105564.21506500244
2021-06-24,110040.74765014648
2021-06-25,119658.44373130798
2021-06-26,98403.60611724854
2021-06-27,69078.64836883545
2021-06-28,108858.44091415405
2021-06-29,99397.407497406
2021-06-30,103661.58222961426
2021-07-01,121001.19567298889
2021-07-02,125264.08214569092
2021-07-03,58430.0770072937
2021-07-04,35897.24447441101
2021-07-05,84907.07538604736
2021-07-06,114781.27920532227
2021-07-07,90402.51488113403
2021-07-08,97631.78813362122
2021-07-09,105659.24905014038
2021-07-10,101070.62738609314
2021-07-11,81066.06614685059
2021-07-12,113616.48001480103
2021-07-13,98417.11659622192
2021-07-14,111496.07278060913
2021-07-15,121614.62613677979
2021-07-16,103782.2303390503
2021-07-17,119011.08642578125
2021-07-18,120141.56372451782
2021-07-19,65789.01110267639
2021-07-20,112429.00934028625
2021-07-21,120791.38335037231
2021-07-22,121261.77620506287
2021-07-23,113809.28411102295
2021-07-24,114987.82393836975
2021-07-25,111850.20107650757
2021-07-26,115195.9476776123
2021-07-27,121995.751537323
2021-07-28,118919.23195838928
2021-07-29,111132.96768569946
2021-07-30,125547.39178466797
2021-07-31,119940.14658927917
2021-08-01,73904.97776222229
2021-08-02,91429.1768321991
2021-08-03,108380.73871421814
2021-08-04,116509.39681243896
2021-08-05,120993.4958152771
2021-08-06,86774.07753181458
2021-08-07,121142.44370651245
2021-08-08,100400.516456604
2021-08-09,127221.83606910706
2021-08-10,125360.04217720032
2021-08-11,124554.7103061676
2021-08-12,122255.22804069519
2021-08-13,108699.1925239563
2021-08-14,120285.43413162231
2021-08-15,133039.70712471008
2021-08-16,134217.98540115356
2021-08-17,122135.30376625061
2021-08-18,124151.67756843567
2021-08-19,135577.80919647217
2021-08-20,122360.53800201416
2021-08-21,38488.332386016846
2021-08-22,94577.1116104126
2021-08-23,72870.96611404419
2021-08-24,61261.59600830078
2021-08-25,90144.70307922363
2021-08-26,91151.00441169739
2021-08-27,93726.78839302063
2021-08-28,106603.3185043335
2021-08-29,98236.55577659607
2021-08-30,113532.31036376953
2021-08-31,26667.914947509766
2021-09-01,82264.52006149292
2021-09-02,103584.05379867554
2021-09-03,129447.24550628662
2021-09-04,135632.22350502014
2021-09-05,117788.50004196167
2021-09-06,100498.1423072815
2021-09-07,28857.472076416016
2021-09-08,104065.52115440369
2021-09-09,121644.42136764526
2021-09-10,116004.17195701599
2021-09-11,109114.71516609192
2021-09-12,122261.24245452881
2021-09-13,126978.50444221497
2021-09-14,120564.7903137207
2021-09-15,125377.9247303009
2021-09-16,119680.91076469421
2021-09-17,119565.35686302185
2021-09-18,119775.12525749207
2021-09-19,119625.55398750305
2021-09-20,113382.04319190979
2021-09-21,55538.52822494507
2021-09-22,93112.17423248291
2021-09-23,104218.91502761841
2021-09-24,117675.83520889282
2021-09-25,87855.60047340393
2021-09-26,119374.9235420227
2021-09-27,114874.40027618408
2021-09-28,102838.45870018005
2021-09-29,47573.41615486145
2021-09-30,100920.15357398987
2021-10-01,58886.507469177246
2021-10-02,115349.7495765686
2021-10-03,122196.57015991211
2021-10-04,88294.33908081055
2021-10-05,92593.54811859131
2021-10-06,77386.18132591248
2021-10-07,77989.56369400024
2021-10-08,68189.97661209106
2021-10-09,95894.35030555725
2021-10-10,74897.93544960022
2021-10-11,69648.18022155762
2021-10-12,95275.68407821655
2021-10-13,114112.22748565674
2021-10-14,99611.78702354431
2021-10-15,95602.72486877441
2021-10-16,103444.53969192505
2021-10-17,94254.6524810791
2021-10-18,99236.65468215942
2021-10-19,78791.83431816101
2021-10-20,100385.78537940979
2021-10-21,96149.92984771729
2021-10-22,98489.93273735046
2021-10-23,110221.13395500183
2021-10-24,104151.76607513428
2021-10-25,100383.44811820984
2021-10-26,99501.18047904968
2021-10-27,100533.9875240326
2021-10-28,106902.43721199036
2021-10-29,111279.83661842346
2021-10-30,103486.76281547546
2021-10-31,93073.07313537598
2021-11-01,82865.64559555054
2021-11-02,89685.16264343262
2021-11-03,91024.58255195618
2021-11-04,88381.40862083435
2021-11-05,107574.86820793152
2021-11-06,112276.96620178223
2021-11-07,102276.65608787537
2021-11-08,19165.970720291138
2021-11-09,37380.18692779541
2021-11-10,50215.54743003845
2021-11-11,64047.326568603516
2021-11-12,67912.87716293335
2021-11-13,76490.43653869629
2021-11-14,76238.50660324097
2021-11-15,87845.68101882935
2021-11-16,77551.78232955933
2021-11-17,75490.43920898438
2021-11-18,82686.79675865173
2021-11-19,82597.71757507324
2021-11-20,67568.74580001831
2021-11-21,49446.045669555664
2021-11-22,57667.91596031189
2021-11-23,40959.650873184204
2021-11-24,56221.82236099243
2021-11-25,69800.15392494202
2021-11-26,64237.10505485535
2021-11-27,68308.8087272644
2021-11-28,71653.12296485901
2021-11-29,77702.27446174622
2021-11-30,18125.080417633057
2021-12-01,42587.84245491028
2021-12-02,39818.59611129761
2021-12-03,43878.52896499634
2021-12-04,56610.61119270325
2021-12-05,66057.59090805054
2021-12-06,72602.33375358582
2021-12-07,71353.15059280396
2021-12-08,73423.51432991028
2021-12-09,63788.14105987549
2021-12-10,54983.42557144165
2021-12-11,46412.8636264801
2021-12-12,38075.49683189392
2021-12-13,42863.44019699097
2021-12-14,64420.77878570557
2021-12-15,58976.25682640076
2021-12-16,55535.533725738525
2021-12-17,43866.64519691467
2021-12-18,16237.313877105713
2021-12-19,33126.408281326294
2021-12-20,51798.896171569824
2021-12-21,50024.37240982056
2021-12-22,63386.70940208435
2021-12-23,64010.71744346619
2021-12-24,26786.362997055054
2021-12-25,10276.045471191406
2021-12-26,18475.834156036377
2021-12-27,12685.820636749268
2021-12-28,20159.13156890869
2021-12-29,40745.40174293518
2021-12-30,30797.51978111267
2021-12-31,31932.25315475464
