date,rental
2021-08-14,135010.20078359207
2021-08-15,129912.74906594725
2021-08-16,126474.69845892597
2021-08-17,139233.02025107542
2021-08-18,136697.34847267074
2021-08-19,139615.44178176142
2021-08-20,138735.0175922139
2021-08-21,70017.9654121271
2021-08-22,114053.22112990673
2021-08-23,47461.762403248365
2021-08-24,29889.66287252816
2021-08-25,116358.45477730823
2021-08-26,104011.35651836277
2021-08-27,101217.17693843307
2021-08-28,106990.4457223216
2021-08-29,116428.00825561355
2021-08-30,127214.32851026818
2021-08-31,32094.062265089626
2021-09-01,87620.82891912006
2021-09-02,132163.95336561895
2021-09-03,144335.71261493245
2021-09-04,145083.69182775568
2021-09-05,137221.57563545817
2021-09-06,137016.27644267137
2021-09-07,6893.665767944619
2021-09-08,122152.54518104243
2021-09-09,113418.08127905733
2021-09-10,127805.27729273855
2021-09-11,133352.28668160658
2021-09-12,140203.62140796246
2021-09-13,138385.86928599034
2021-09-14,146132.3315330772
2021-09-15,148012.0984245922
2021-09-16,147131.5634374209
2021-09-17,144009.92036658266
2021-09-18,135699.43623491825
2021-09-19,146403.21763034773
2021-09-20,151127.32952284793
2021-09-21,81161.86996687189
2021-09-22,118635.50459155918
2021-09-23,123241.54003241895
2021-09-24,145299.9960600947
2021-09-25,91148.96917224643
2021-09-26,140029.60284150572
2021-09-27,137250.37309210788
2021-09-28,118554.63328314896
2021-09-29,45547.79316922692
2021-09-30,99062.44412242291
2021-10-01,130402.8625241443
2021-10-02,112112.48327764022
2021-10-03,137302.8689666215
2021-10-04,68801.91149451588
2021-10-05,86966.74288335071
2021-10-06,57719.892544893446
2021-10-07,49665.89095425319
2021-10-08,43353.31688703814
2021-10-09,104090.69278447606
2021-10-10,56526.00183573029
2021-10-11,94011.824687344
2021-10-12,121937.98527144558
2021-10-13,138977.23982086533
2021-10-14,134354.0922214085
2021-10-15,129503.74505401787
2021-10-16,101281.19496328612
2021-10-17,68782.94420227282
2021-10-18,107884.56965434959
2021-10-19,89748.69908408866
2021-10-20,112064.8141856219
2021-10-21,111017.17926437732
2021-10-22,117226.63673345905
2021-10-23,109750.91488903874
2021-10-24,108649.23113866015
2021-10-25,114523.39404884618
2021-10-26,112146.4961698458
2021-10-27,124098.50201065006
2021-10-28,123256.52333411714
2021-10-29,131498.36007852276
2021-10-30,108143.44217960504
2021-10-31,116504.09254052654
2021-11-01,109367.66204440959
2021-11-02,110607.36046883102
2021-11-03,117575.3149574737
2021-11-04,101430.88558845606
2021-11-05,122884.26174136075
2021-11-06,122588.9073830992
2021-11-07,120660.38619122209
2021-11-08,40649.33517120767
2021-11-09,45412.6733877059
2021-11-10,53186.385446866814
2021-11-11,67753.74376005052
2021-11-12,71216.88680140098
2021-11-13,87096.2876602939
2021-11-14,101690.73694488633
2021-11-15,114682.01603148831
2021-11-16,91535.32903319044
2021-11-17,92183.14302873651
2021-11-18,106953.84923947208
2021-11-19,86015.04919897729
2021-11-20,69314.81195387279
2021-11-21,71587.87387149656
2021-11-22,59393.6568149338
2021-11-23,59582.42426008848
2021-11-24,70889.03217605666
2021-11-25,73320.78221659995
2021-11-26,71460.07264181158
2021-11-27,64332.97477391443
2021-11-28,90575.82690520829
2021-11-29,100193.38888608624
2021-11-30,26013.415275437772
2021-12-01,48327.885051099904
2021-12-02,46115.76278481371
2021-12-03,66573.03891683818
2021-12-04,51285.49082174795
2021-12-05,61108.10022882299
2021-12-06,66919.86352880158
2021-12-07,73200.28417539607
2021-12-08,70247.06880445326
2021-12-09,58381.2915954836
2021-12-10,37283.377557001106
2021-12-11,60753.78474360847
2021-12-12,46591.45159708618
2021-12-13,42527.783734460434
2021-12-14,49131.348858009806
2021-12-15,61502.57040628323
2021-12-16,67448.27875078263
2021-12-17,32527.871870222833
2021-12-18,25614.978090858243
2021-12-19,31540.166627104452
2021-12-20,60822.64683827366
2021-12-21,65498.41825485042
2021-12-22,59722.1667292545
2021-12-23,54599.42811081557
2021-12-24,42075.853364672446
2021-12-25,25478.75209638522
2021-12-26,26669.190542227592
2021-12-27,31312.846920203505
2021-12-28,32569.166623055524
2021-12-29,47958.419136439734
2021-12-30,31206.422619080964
2021-12-31,32873.64158530305
