precipitation,temp_mean,temp_highest,temp_lowest,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,wind_mean,wind_max,rental,days_of_week,year,month,day,temp_diff,sweat,cold,precipitation * precipitation,precipitation * temp_mean,precipitation * temp_highest,precipitation * temp_lowest,precipitation * PM10,precipitation * PM2.5,precipitation * humidity,precipitation * sunshine_sum,precipitation * sunshine_rate,precipitation * wind_mean,precipitation * wind_max,precipitation * rental,precipitation * days_of_week
0.0,-8.5,-4.7,-11.6,39.0,16.0,35.0,8.9,87.3,2.7,6.2,4425,0,2018,01,29,6.8999999999999995,-164.5,-31.32,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9,-5.3,-0.8,-11.4,36.0,20.0,62.0,5.6,54.4,1.3,3.8,3591,0,2018,01,30,10.6,-49.6,-14.82,8.41,-15.37,-2.32,-33.06,104.39999999999999,58.0,179.79999999999998,16.24,157.76,3.77,11.02,10413.9,0.0
0.0,-2.6,0.0,-5.2,35.0,18.0,54.5,1.8,17.5,1.6,3.4,4104,0,2018,01,31,5.2,0.0,-8.32,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-4.0,1.2,-8.8,34.0,21.0,44.1,9.1,88.3,1.6,3.9,5821,0,2018,02,01,10.0,52.92,-14.080000000000002,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-2.4,3.8,-7.6,48.0,32.0,51.1,8.8,84.6,1.6,3.6,6557,0,2018,02,02,11.399999999999999,194.18,-12.16,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,-7.3,-2.1,-10.4,31.0,19.0,47.0,9.1,87.5,3.8,5.7,3499,1,2018,02,03,8.3,-98.7,-39.519999999999996,0.25,-3.65,-1.05,-5.2,15.5,9.5,23.5,4.55,43.75,1.9,2.85,1749.5,0.5
0.0,-9.5,-5.2,-12.8,27.0,20.0,40.9,9.1,87.5,3.1,5.6,2642,1,2018,02,04,7.6000000000000005,-212.68,-39.68000000000001,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-9.4,-5.1,-11.8,23.0,14.0,37.8,9.3,88.6,3.0,5.6,4213,0,2018,02,05,6.700000000000001,-192.77999999999997,-35.400000000000006,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-10.1,-5.8,-12.8,27.0,17.0,36.5,9.0,85.7,3.1,4.9,4257,0,2018,02,06,7.000000000000001,-211.7,-39.68000000000001,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-8.0,-1.6,-13.4,34.0,23.0,39.8,9.2,87.6,1.5,3.3,5028,0,2018,02,07,11.8,-63.68,-20.1,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-4.4,2.0,-9.7,45.0,32.0,43.3,9.2,86.8,1.2,3.0,6114,0,2018,02,08,11.7,86.6,-11.639999999999999,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.747346656079726,0.4,6.1,-5.3,63.0,48.0,43.9,2.2,20.8,1.1,3.0,6905,0,2018,02,09,11.399999999999999,267.78999999999996,-5.83,95.01076683378861,3.8989386624318905,59.45881460208633,-51.660937277222544,614.0828393330228,467.8726394918268,427.90851820189994,21.4441626433754,202.7448104464583,10.7220813216877,29.242039968239176,67305.42866023051,0.0
3.4292496521267513,-0.5,3.2,-6.9,66.0,39.0,47.4,5.3,50.0,3.0,6.3,4829,1,2018,02,10,10.100000000000001,151.68,-20.700000000000003,11.759753176611445,-1.7146248260633756,10.973598886805604,-23.661822599674586,226.3304770403656,133.7407364329433,162.54643351080801,18.17502315627178,171.46248260633757,10.287748956380254,21.604272808398534,16559.84657012008,3.4292496521267513
0.0,-6.1,-2.2,-9.5,44.0,13.0,42.5,6.6,61.7,2.7,5.1,3047,1,2018,02,11,7.3,-93.50000000000001,-25.650000000000002,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-5.8,-1.8,-9.6,41.0,13.0,40.8,8.7,81.3,2.7,5.2,5231,0,2018,02,12,7.8,-73.44,-25.92,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.8,4.3,-7.4,43.0,14.0,54.5,8.3,76.9,2.7,5.6,6863,0,2018,02,13,11.7,234.35,-19.980000000000004,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.594443520887439,3.5,8.7,-0.7,59.0,27.0,51.0,3.3,30.6,2.6,5.4,7477,0,2018,02,14,9.399999999999999,443.7,-1.8199999999999998,57.6755723919492,26.580552323106037,66.07165863172071,-5.316110464621207,448.0721677323589,205.04997506396086,387.3166195652594,25.06166361892855,232.38997173915564,19.74555315430734,41.009995012792174,56783.65420567538,0.0
14.140898210655976,-0.7,4.0,-3.7,32.0,14.0,28.0,0.18831290943413048,0.0,2.5,4.4,3935,0,2018,02,15,7.7,112.0,-9.25,199.96500220413338,-9.898628747459183,56.563592842623905,-52.32132337942711,452.50874274099124,197.97257494918367,395.94514989836733,2.6629136840605168,0.0,35.35224552663994,62.2199521268863,55644.43445893127,0.0
0.0,-1.1,4.9,-5.5,41.0,16.0,40.1,9.7,89.0,2.1,5.5,3047,0,2018,02,16,10.4,196.49,-11.55,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-3.0,1.4,-7.1,36.029154518950435,21.519455252918288,25.6,9.0,82.6,2.9,5.5,3494,1,2018,02,17,8.5,35.839999999999996,-20.59,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.4,5.2,-4.9,30.0,14.0,26.9,7.2,66.1,1.3,3.5,5191,1,2018,02,18,10.100000000000001,139.88,-6.370000000000001,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.71632733031743,1.8,6.8,-1.9,51.0,33.0,48.6,4.8,43.6,1.5,3.0,8563,0,2018,02,19,8.7,330.48,-2.8499999999999996,22.243743486699138,8.489389194571375,32.07102584615852,-8.961021927603117,240.53269384618892,155.6388019004752,229.2135082534271,22.638371185523663,205.63187160183995,7.074490995476145,14.14898199095229,40385.91092950815,0.0
0.0,0.9,5.5,-2.4,51.0,32.0,41.0,8.3,75.5,2.5,5.8,8899,0,2018,02,20,7.9,225.5,-6.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.9,4.4,-4.5,32.0,17.0,31.5,9.8,89.1,2.3,5.2,8342,0,2018,02,21,8.9,138.60000000000002,-10.35,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,1.3,5.4,-3.9,42.0,25.0,59.0,6.4,57.7,2.2,5.2,8580,0,2018,02,22,9.3,318.6,-8.58,0.16000000000000003,0.52,2.16,-1.56,16.8,10.0,23.6,2.5600000000000005,23.080000000000002,0.8800000000000001,2.08,3432.0,0.0
3.7,4.2,8.6,-0.3,79.0,55.0,81.1,4.8,43.2,1.9,5.0,6408,0,2018,02,23,8.9,697.4599999999999,-0.57,13.690000000000001,15.540000000000001,31.82,-1.11,292.3,203.5,300.07,17.76,159.84000000000003,7.03,18.5,23709.600000000002,0.0
0.0,2.4,7.2,-1.1,68.0,47.0,49.4,7.6,67.9,2.1,3.9,7198,1,2018,02,24,8.3,355.68,-2.3100000000000005,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.9,7.9,-1.6,36.0,25.0,40.6,9.2,82.1,1.7,3.8,7595,1,2018,02,25,9.5,320.74,-2.72,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.1,10.4,-3.2,55.0,36.0,43.1,10.2,91.1,1.4,3.6,10712,0,2018,02,26,13.600000000000001,448.24,-4.4799999999999995,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.243433605948562,4.2,6.9,0.6,82.0,55.0,48.8,0.0,0.0,0.9,1.8,10064,0,2018,02,27,6.300000000000001,336.71999999999997,0.54,202.87540088706484,59.82242114498396,98.27969188104508,8.546060163569138,1167.961555687782,783.3888483271709,695.0795599702898,0.0,0.0,12.819090245353706,25.638180490707413,143345.91581026634,0.0
25.0,4.6,7.8,1.8,67.0,43.0,73.3,0.0,0.0,2.0,3.7,4230,0,2018,02,28,6.0,571.74,3.6,625.0,114.99999999999999,195.0,45.0,1675.0,1075.0,1832.5,0.0,0.0,50.0,92.5,105750.0,0.0
0.5,-0.2,3.0,-4.3,35.0,26.0,61.9,8.7,76.3,3.8,6.9,5761,0,2018,03,01,7.3,185.7,-16.34,0.25,-0.1,1.5,-2.15,17.5,13.0,30.95,4.35,38.15,1.9,3.45,2880.5,0.0
0.0,-0.7,5.4,-6.7,58.0,24.0,34.0,10.3,90.4,1.5,3.3,9388,0,2018,03,02,12.100000000000001,183.60000000000002,-10.05,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.9,16.2,-0.1,52.0,26.0,38.1,10.1,88.6,1.5,3.9,16029,1,2018,03,03,16.3,617.22,-0.15000000000000002,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,9.8,11.9,7.6,28.0,19.0,89.1,0.0,0.0,1.2,3.5,5373,1,2018,03,04,4.300000000000001,1060.29,9.12,132.25,112.7,136.85,87.39999999999999,322.0,218.5,1024.6499999999999,0.0,0.0,13.799999999999999,40.25,61789.5,11.5
3.5,5.5,11.4,1.3,8.0,5.0,67.5,7.0,60.9,2.0,3.5,9943,0,2018,03,05,10.1,769.5,2.6,12.25,19.25,39.9,4.55,28.0,17.5,236.25,24.5,213.15,7.0,12.25,34800.5,0.0
0.0,4.5,10.9,-1.1,26.0,15.0,46.8,10.6,91.4,1.6,3.7,14028,0,2018,03,06,12.0,510.12,-1.7600000000000002,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,6.4,10.7,2.2,25.0,14.0,54.0,3.0,25.9,1.8,3.2,12925,0,2018,03,07,8.5,577.8,3.9600000000000004,0.25,3.2,5.35,1.1,12.5,7.0,27.0,1.5,12.95,0.9,1.6,6462.5,0.0
4.0,4.6,9.7,2.7,29.0,23.0,76.0,5.1,44.0,1.9,4.5,8812,0,2018,03,08,6.999999999999999,737.1999999999999,5.13,16.0,18.4,38.8,10.8,116.0,92.0,304.0,20.4,176.0,7.6,18.0,35248.0,0.0
4.943478366044344,4.5,9.6,1.4,41.0,31.0,63.3,5.1,43.6,1.5,4.2,13573,0,2018,03,09,8.2,607.68,2.0999999999999996,24.437978355548456,22.24565264719955,47.457392314025704,6.920869712462081,202.6826130078181,153.24782934737468,312.92218057060694,25.21173966682615,215.5356567595334,7.415217549066516,20.762609137386246,67097.83186231989,0.0
0.0,4.6,9.7,0.7,43.0,31.0,65.8,7.9,67.5,2.0,5.9,13324,1,2018,03,10,9.0,638.2599999999999,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.4,12.2,2.7,52.0,35.0,51.3,9.8,83.1,2.0,4.2,15136,1,2018,03,11,9.5,625.8599999999999,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4653462474551713,8.0,15.5,2.2,80.0,52.0,45.8,7.5,63.6,1.4,4.2,15913,0,2018,03,12,13.3,709.9,3.08,0.2165471300206095,3.7227699796413702,7.212866835555155,1.023761744401377,37.2276997964137,24.198004867668907,21.312858133446845,3.4900968559137846,29.596021338148894,0.6514847464372397,1.9544542393117195,7405.05483575414,0.0
2.176359238506823,12.4,18.8,5.2,59.0,37.0,60.5,6.6,55.9,1.8,4.3,19514,0,2018,03,13,13.600000000000001,1137.4,9.360000000000001,4.736539535033998,26.986854557484605,40.91555368392827,11.31706804023548,128.40519507190254,80.52529182475244,131.66973392966278,14.36397097414503,121.6584814325314,3.9174466293122814,9.358344725579338,42469.47418022214,0.0
0.0,17.0,22.1,13.6,22.0,11.0,58.8,7.9,66.4,2.3,5.0,24911,0,2018,03,14,8.500000000000002,1299.48,31.279999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,12.4,16.6,8.4,18.0,12.0,92.1,0.0,0.0,2.1,4.8,7091,0,2018,03,15,8.200000000000001,1528.8600000000001,17.64,729.0,334.8,448.20000000000005,226.8,486.0,324.0,2486.7,0.0,0.0,56.7,129.6,191457.0,0.0
0.0,7.1,12.2,3.6,12.0,6.0,46.9,11.0,91.7,1.9,3.1,18415,0,2018,03,16,8.6,572.18,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.6,14.0,0.5,26.0,16.0,48.0,9.1,75.8,1.5,3.8,20165,1,2018,03,17,13.5,672.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,8.2,12.5,5.4,52.0,36.0,55.9,0.0,0.0,1.2,2.9,11740,1,2018,03,18,7.1,698.75,6.48,0.25,4.1,6.25,2.7,26.0,18.0,27.95,0.0,0.0,0.6,1.45,5870.0,0.5
1.0,8.0,10.4,6.2,30.0,23.0,64.5,0.0,0.0,2.5,4.2,10297,0,2018,03,19,4.2,670.8000000000001,15.5,1.0,8.0,10.4,6.2,30.0,23.0,64.5,0.0,0.0,2.5,4.2,10297.0,0.0
4.6215627005760265,4.7,9.1,1.6,18.0,7.0,39.9,5.4,44.6,3.4,4.8,13205,0,2018,03,20,7.5,363.09,5.44,21.358841795355573,21.721344692707326,42.05622057524184,7.394500320921643,83.18812861036848,32.35093890403218,184.40035175298345,24.956438583110543,206.1216964456908,15.71331318195849,22.183500962764928,61027.73546110643,0.0
1.0,2.1,5.3,1.1,36.029154518950435,21.519455252918288,64.1,0.4,3.3,1.7,3.3,8225,0,2018,03,21,4.199999999999999,339.72999999999996,1.87,1.0,2.1,5.3,1.1,36.029154518950435,21.519455252918288,64.1,0.4,3.3,1.7,3.3,8225.0,0.0
0.0,4.9,11.6,0.6,36.029154518950435,21.519455252918288,61.5,10.7,87.7,2.2,5.0,16420,0,2018,03,22,11.0,713.4,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.1,12.5,1.8,36.029154518950435,21.519455252918288,55.3,8.7,71.3,2.0,4.2,17904,0,2018,03,23,10.7,691.25,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4373875678280559,7.6,13.1,4.0,36.029154518950435,21.519455252918288,61.9,7.2,58.5,2.1,4.4,14914,1,2018,03,24,9.1,810.89,8.4,2.066083020146654,10.924145515493224,18.82977713854753,5.7495502713122235,51.78785878489538,30.931797446976898,88.97429044855666,10.349190488362003,84.08717271794127,3.0185138924389174,6.324505298443446,21437.198186587626,1.4373875678280559
0.0,9.6,16.9,4.6,36.029154518950435,21.519455252918288,65.6,9.5,77.2,1.7,3.5,13942,1,2018,03,25,12.299999999999999,1108.6399999999999,7.819999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,11.0,18.1,5.3,36.029154518950435,21.519455252918288,64.5,9.1,73.4,1.9,4.4,15505,0,2018,03,26,12.8,1167.45,10.069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2316916140784624,13.3,20.0,7.7,36.029154518950435,21.519455252918288,61.1,7.9,63.7,1.6,3.9,17456,0,2018,03,27,12.3,1222.0,12.32,0.05368100403428315,3.08149846724355,4.633832281569248,1.7840254284041606,8.347652964377954,4.985877321637885,14.156357620194052,1.830363751219853,14.758755816798056,0.37070658252553984,0.9035972949060033,4044.4088153536395,0.0
5.2061633543298615,14.0,19.0,9.4,36.029154518950435,21.519455252918288,66.4,5.2,41.6,2.2,4.8,21232,0,2018,03,28,9.6,1261.6000000000001,20.680000000000003,27.104136871967157,72.88628696061807,98.91710373226736,48.9379355307007,187.5736639440479,112.03379934288444,345.68924672750285,27.07204944251528,216.57639554012223,11.453559379525696,24.989584100783336,110537.26033913162,0.0
1.0361882859079614,15.4,21.1,11.8,36.029154518950435,21.519455252918288,66.3,7.5,60.0,1.6,4.0,21436,0,2018,03,29,9.3,1398.93,18.880000000000003,1.0736861638528792,15.957299602982607,21.863572832657987,12.227021773713945,37.33298786370433,22.298207452194475,68.69928335569784,7.771412144309711,62.171297154477685,1.6579012574527383,4.144753143631846,22211.732096723063,0.0
0.0,14.8,21.9,9.8,36.029154518950435,21.519455252918288,55.6,9.9,79.2,1.7,3.8,24411,0,2018,03,30,12.099999999999998,1217.6399999999999,16.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3902588469820163,14.0,20.1,9.3,36.029154518950435,21.519455252918288,52.9,7.9,62.7,1.9,4.5,25673,1,2018,03,31,10.8,1063.29,17.67,0.15230196764773282,5.463623857748228,7.844202824338528,3.629407276932752,14.0606963003025,8.398157794684986,20.64469300534866,3.083044891157929,24.469229705772424,0.7414918092658309,1.7561648114190733,10019.115378569304,0.3902588469820163
12.683346835844679,15.6,18.5,11.7,36.029154518950435,21.519455252918288,68.8,1.3,10.3,1.5,3.5,22994,1,2018,04,01,6.800000000000001,1272.8,17.549999999999997,160.86728695833122,197.86021063917698,234.64191646312656,148.39515797938273,456.970262966089,272.93871469120234,872.6142623061139,16.488350886598084,130.6384724092002,19.025020253767018,44.39171392545638,291640.87714341254,12.683346835844679
4.934876660405237,18.4,23.7,14.9,36.029154518950435,21.519455252918288,64.0,5.6,44.4,1.9,4.5,28139,0,2018,04,02,8.799999999999999,1516.8,28.31,24.353007653412348,90.80173055145636,116.95657685160411,73.52966224003804,177.79943372970237,106.19585747226134,315.8321062659352,27.635309298269327,219.10852372199253,9.37626565476995,22.206944971823567,138862.49434714296,0.0
