date,rental
2021-06-25,135028.61212720178
2021-06-26,117452.75880860003
2021-06-27,120648.27074442121
2021-06-28,122696.96624854549
2021-06-29,117420.53583390109
2021-06-30,114217.06099217362
2021-07-01,128976.4720400179
2021-07-02,134564.461146032
2021-07-03,77458.3793052988
2021-07-04,42351.87514410933
2021-07-05,114876.02079449828
2021-07-06,129418.80761327017
2021-07-07,98289.58228346752
2021-07-08,90019.4400158669
2021-07-09,123087.60217021422
2021-07-10,114171.99272060671
2021-07-11,93696.35838830544
2021-07-12,124979.64185163756
2021-07-13,91441.49816758437
2021-07-14,104904.23167057442
2021-07-15,100849.0319956943
2021-07-16,109675.62996006718
2021-07-17,116793.4877256671
2021-07-18,117035.00125757189
2021-07-19,95403.89400063304
2021-07-20,107287.17676872836
2021-07-21,99914.82847560449
2021-07-22,99096.15809528278
2021-07-23,109107.11600927975
2021-07-24,109328.06791003926
2021-07-25,109061.87727204258
2021-07-26,108805.6826871457
2021-07-27,111935.30193657964
2021-07-28,99972.00379718006
2021-07-29,94755.13707510098
2021-07-30,112569.06720741659
2021-07-31,110212.75907958612
2021-08-01,71705.14083626159
2021-08-02,77499.35326680854
2021-08-03,108970.0441689711
2021-08-04,102160.63817514188
2021-08-05,105604.52495167957
2021-08-06,111067.40626145792
2021-08-07,132276.2020164333
2021-08-08,115911.38207381473
2021-08-09,126348.08432247459
2021-08-10,131624.5736126027
2021-08-11,119986.00377621313
2021-08-12,123397.55007847013
2021-08-13,126182.72153284342
2021-08-14,133020.08215180735
2021-08-15,137935.9165429558
2021-08-16,136343.46685197606
2021-08-17,134166.9169088371
2021-08-18,124850.58546507615
2021-08-19,136886.48271973207
2021-08-20,136376.8382896577
2021-08-21,66893.19600871965
2021-08-22,90197.29426932338
2021-08-23,69596.51059242012
2021-08-24,51328.620483467785
2021-08-25,77869.82850833391
2021-08-26,89964.2050469428
2021-08-27,91859.99557497645
2021-08-28,121177.4316450822
2021-08-29,111144.7916820212
2021-08-30,119662.78850001107
2021-08-31,36192.62626748185
2021-09-01,61136.627856925756
2021-09-02,124432.78335308631
2021-09-03,144301.8730896342
2021-09-04,148004.46306744366
2021-09-05,142960.73057946042
2021-09-06,128552.63048844734
2021-09-07,24768.013191244114
2021-09-08,104717.88899963161
2021-09-09,116563.96600358392
2021-09-10,122017.51686639494
2021-09-11,131920.70904380645
2021-09-12,147724.10459670774
2021-09-13,137839.85277564955
2021-09-14,146276.13138370359
2021-09-15,148947.85458772667
2021-09-16,145121.66952945868
2021-09-17,145070.2329107825
2021-09-18,144008.45529588687
2021-09-19,144106.2061635718
2021-09-20,144630.3855928205
2021-09-21,86913.33950883514
2021-09-22,115257.06130154265
2021-09-23,137206.1414180157
2021-09-24,144428.65531423772
2021-09-25,98057.83628069972
2021-09-26,150300.7552785484
2021-09-27,145310.523535605
2021-09-28,109369.51951671607
2021-09-29,43294.609118141074
2021-09-30,104560.48183586393
2021-10-01,109435.19184377018
2021-10-02,123776.6831568587
2021-10-03,140861.7277019493
2021-10-04,70631.18639088924
2021-10-05,110049.77009782514
2021-10-06,84343.47352006499
2021-10-07,55066.056438465406
2021-10-08,51753.09945938662
2021-10-09,109681.74821384341
2021-10-10,58617.23456472222
2021-10-11,97124.17077505736
2021-10-12,131899.26281473984
2021-10-13,142816.81507678307
2021-10-14,131263.2922701585
2021-10-15,123171.56349866779
2021-10-16,83481.39768769596
2021-10-17,89083.48964967394
2021-10-18,84309.55480765922
2021-10-19,88589.5033647306
2021-10-20,107288.43246791052
2021-10-21,85256.01120169528
2021-10-22,111991.19211339454
2021-10-23,123656.9540505316
2021-10-24,125703.0025083819
2021-10-25,116089.11583208911
2021-10-26,116977.88626336593
2021-10-27,119421.45801895835
2021-10-28,126702.03708639524
2021-10-29,142244.10139997007
2021-10-30,123896.0902911006
2021-10-31,123110.94627799182
2021-11-01,109575.20155441335
2021-11-02,98101.7722429272
2021-11-03,104344.26194509538
2021-11-04,77493.22585850295
2021-11-05,127040.23140654538
2021-11-06,129381.72665749867
2021-11-07,141725.2454038414
2021-11-08,49914.87653480973
2021-11-09,49613.10189759442
2021-11-10,50996.65402431883
2021-11-11,61594.773005886746
2021-11-12,71212.35579107844
2021-11-13,78827.08794871958
2021-11-14,108312.36507512772
2021-11-15,94971.90161625667
2021-11-16,85446.26015727887
2021-11-17,70581.59812837378
2021-11-18,97109.67221191198
2021-11-19,81307.59873340705
2021-11-20,86938.50690954394
2021-11-21,50931.41243688211
2021-11-22,63725.20588767193
2021-11-23,54176.674735186876
2021-11-24,57476.66460395489
2021-11-25,65233.10813959056
2021-11-26,69877.74179647675
2021-11-27,81291.48136684521
2021-11-28,72833.27110162516
2021-11-29,79144.00634077535
2021-11-30,52502.073267557316
2021-12-01,32706.910047950856
2021-12-02,39166.807698162265
2021-12-03,57399.350600222024
2021-12-04,60989.40648411293
2021-12-05,68795.76890273165
2021-12-06,63613.18082774703
2021-12-07,72978.20391948383
2021-12-08,65793.07553866568
2021-12-09,46469.121390555985
2021-12-10,43560.33655318889
2021-12-11,55681.504027145136
2021-12-12,51229.6554173192
2021-12-13,48434.4611046176
2021-12-14,55713.33125852143
2021-12-15,35943.48268140825
2021-12-16,49394.64371944139
2021-12-17,41355.72637790872
2021-12-18,42209.754236503984
2021-12-19,47574.21221232273
2021-12-20,57977.41817712215
2021-12-21,59339.8384527274
2021-12-22,47448.04617740075
2021-12-23,46758.25373173757
2021-12-24,39874.61828017865
2021-12-25,38979.14190262772
2021-12-26,40021.24329218528
2021-12-27,40801.79825662663
2021-12-28,38059.351053422455
2021-12-29,39771.9349526304
2021-12-30,34964.562224142755
2021-12-31,37867.82134252077
