precipitation,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,days_of_week,month,day,temp_diff,sweat,cold,PCA_temp,PCA_wind
0.4840524987362915,493.0,67.0,66.1,8.9,63.6,0,5,8,12.1,1388.1,30.26,-0.027351327985563733,0.5203044390527597
0.0,51.0,10.0,51.3,13.0,92.9,0,5,9,11.8,1118.34,35.0,-0.06825733970741445,0.4946604300123426
15.414932010823598,22.0,10.0,67.9,0.0,0.0,0,5,10,2.9000000000000004,991.34,21.06,0.02650308369435638,-0.16641725984155945
0.0,21.0,9.0,48.9,13.2,93.6,0,5,11,16.299999999999997,1256.73,25.380000000000003,-0.14156463183059861,0.08937070230077206
0.0,21.0,10.0,39.5,11.0,78.0,1,5,12,10.8,1094.1499999999999,37.18,-0.3046635474039081,-0.11859459164680146
0.0,44.0,23.0,54.4,12.8,90.8,1,5,13,13.0,1610.24,31.540000000000003,-0.3345427653299413,-0.13013239061756565
0.0,54.0,26.0,60.3,10.8,76.1,0,5,14,12.8,1857.24,30.599999999999998,-0.3815764513621388,-0.15846721601954547
15.0,56.0,34.0,79.5,0.5,3.5,0,5,15,5.399999999999999,2082.9,35.36,-0.33800694324452146,-0.22039609428395637
66.9,7.0,4.0,97.6,0.0,0.0,0,5,16,6.0,2030.08,37.0,-0.1512086426257799,-0.0008930013656186134
3.1,14.0,5.0,93.0,0.0,0.0,0,5,17,2.5,1553.1,22.72,-0.05644622355955413,-0.2832219113355548
0.0,30.0,14.0,70.5,8.4,58.7,0,5,18,10.9,1727.25,23.119999999999997,-0.1736665946341925,-0.14077325080114234
0.0,34.0,18.0,52.3,13.2,92.3,1,5,19,14.200000000000001,1391.18,22.32,-0.20799355648353673,-0.13102932940475318
15.414932010823598,25.0,13.0,59.8,0.0,0.0,1,5,20,7.299999999999999,1369.4199999999998,39.0,-0.19013872603697102,0.15835268560000948
13.925913145836923,13.0,7.0,86.5,0.9,6.3,0,5,21,4.0,1574.3,24.139999999999997,-0.08293824840702012,-0.167314198628747
0.2,27.0,13.0,69.3,12.7,88.2,0,5,22,10.0,1649.34,34.5,-0.17655416095240584,0.15835268560000948
0.0,37.0,22.0,64.4,6.0,41.7,0,5,23,10.8,1616.4400000000003,24.310000000000002,-0.20954293549779496,-0.11423230297353766
0.4385804368545365,120.0,23.0,61.0,9.1,63.2,0,5,24,8.100000000000001,1494.5,44.28,-0.22806581646909252,0.1424525979559814
4.937350478395276,111.0,23.0,72.3,6.4,44.1,0,5,25,7.4,1395.39,38.080000000000005,-0.057913134485530406,0.39465280494956284
6.725548977909391,47.0,15.0,58.5,5.3,36.6,1,5,26,11.5,1345.5,33.35,-0.13016718676699598,0.25925724944997675
14.603556031343578,42.0,17.0,83.0,0.5,3.4,1,5,27,4.799999999999999,1552.1,38.92,-0.08257100077020016,0.12565557152476584
12.303161186876881,42.0,20.0,86.0,1.9,13.1,0,5,28,7.299999999999999,1694.2,32.24,-0.06907413515563812,0.07077979829518144
0.3,21.0,11.0,79.8,3.9,26.9,0,5,29,6.300000000000001,1524.18,28.160000000000004,-0.0682967879792238,-0.11859459164680146
18.1,25.0,12.0,73.0,11.6,79.5,0,5,30,15.5,1919.9,22.680000000000003,-0.16539482011935588,0.20784682610646874
12.15357136961316,33.0,17.0,78.9,2.0,13.7,0,5,31,7.300000000000001,1877.8200000000002,29.7,-0.2272007698226749,-0.21065217288756727
12.709517378458914,39.0,21.0,74.6,1.9,13.0,0,6,1,7.999999999999998,1782.9399999999998,34.980000000000004,-0.22441369722975932,0.03180411270962508
0.0,53.0,28.0,64.4,11.9,81.5,1,6,2,13.099999999999998,1912.68,34.86000000000001,-0.33943997310780666,-0.06640963477877969
15.474538398007127,33.0,19.0,80.8,0.2,1.4,1,6,3,8.1,1834.1599999999999,26.28,-0.1798966743774424,0.14322713148049518
0.0,28.0,11.0,69.4,10.9,74.7,0,6,4,10.3,1637.8400000000001,38.57,-0.16653592734477624,0.21502233640396895
2.177486368509003,45.0,21.0,68.1,8.4,57.1,0,6,5,8.7,1750.1699999999998,56.099999999999994,-0.2673256949097494,0.24515103938032373
2.3270761857727233,60.0,31.0,69.6,8.3,56.5,0,6,6,9.8,1962.7199999999998,40.48,-0.3421805382964354,-0.10974760903759993
15.324948580743406,38.0,17.0,71.5,0.3,2.0,0,6,7,4.600000000000001,1716.0,32.98,-0.2815515725456826,-0.2469370421115611
4.2807212258409155,41.0,23.0,69.6,7.1,48.3,0,6,8,10.7,2053.2,31.96,-0.37018075009244333,-0.22039609428395637
0.0,40.0,23.0,59.1,9.9,67.3,1,6,9,12.100000000000001,1867.5600000000002,31.200000000000003,-0.43131316601876124,-0.2566809635079501
6.1,54.0,33.0,68.5,1.3,8.8,1,6,10,9.3,2041.3,45.1,-0.41158830028225346,0.03180411270962508
4.6,21.0,13.0,84.5,1.8,12.2,0,6,11,4.5,2061.7999999999997,55.71999999999999,-0.29765637235479164,0.16989048457077366
0.0,20.0,12.0,74.6,9.1,61.9,0,6,12,12.0,2252.9199999999996,32.76,-0.37823767739546404,-0.17526424245076103
0.0,32.0,19.0,72.6,10.2,69.4,0,6,13,8.8,2156.22,41.8,-0.4142858456544095,-0.10269450400277345
0.0,39.0,25.0,68.8,8.3,56.1,0,6,14,11.3,2077.7599999999998,39.69,-0.39461836986987736,-0.1106445478247875
1.9,25.0,17.0,79.1,1.6,10.8,0,6,15,3.8000000000000007,2001.23,49.449999999999996,-0.3412115103369061,-0.08230972242280782
0.0,9.0,5.0,59.9,11.5,77.7,1,6,16,8.599999999999998,1731.11,73.08,-0.39090694897096284,0.31861771661549887
15.324948580743406,15.0,9.0,71.4,0.3,2.0,1,6,17,5.399999999999999,1785.0000000000002,47.04,-0.30589418185008804,-0.09025976624482175
15.805431479115276,15.0,11.0,92.1,0.0,0.0,0,6,18,2.3999999999999986,1970.9399999999998,47.5,-0.23190995231893796,-0.05397489702082803
0.0,39.0,26.0,74.0,10.5,70.9,0,6,19,9.899999999999999,2027.6,31.5,-0.3124876018580975,-0.19295820766916413
0.0,46.0,30.0,73.3,10.7,72.3,0,6,20,11.399999999999999,2125.7,49.28,-0.34021374873955756,0.2672072932719908
0.0,40.0,24.0,67.0,11.1,75.0,0,6,21,9.3,1909.5,42.24,-0.3634100194368216,-0.03897174816398746
4.824631017374205,20.0,13.0,67.9,6.8,45.9,0,6,22,8.900000000000002,1941.9400000000003,41.37,-0.36111534655808386,0.2255407913248718
4.17870157844826,17.0,11.0,70.5,7.2,48.6,1,6,23,9.099999999999998,1966.9499999999998,45.12,-0.3363196178976112,0.12206781637601569
6.596972793597965,27.0,19.0,71.1,5.7,38.5,1,6,24,9.5,1990.7999999999997,35.15,-0.3410825348443371,-0.11243842539916253
0.1376784043385122,36.0,24.0,69.0,9.7,65.5,0,6,25,10.0,2035.5,39.0,-0.38532549278210626,-0.06730657356596718
4.5,20.0,14.0,78.5,2.3,15.5,0,6,26,6.800000000000001,2095.95,35.82,-0.3410789632996737,-0.21949915549676885
38.2,18.0,13.0,72.1,8.1,54.7,0,6,27,11.0,2220.68,39.6,-0.40957309161348315,0.20694988731928113
0.1,22.0,15.0,76.4,2.2,14.9,0,6,28,8.2,2230.88,39.9,-0.39602431929921444,-0.1389793732267673
8.0,27.0,19.0,78.6,4.2,28.6,0,6,29,7.099999999999998,2232.24,38.34,-0.3928234916651918,-0.15757027723235792
6.0,34.0,23.0,77.9,4.0,27.2,1,6,30,7.800000000000001,2243.5200000000004,27.3,-0.3986825843132598,-0.2947597103063189
0.0,32.0,23.0,70.9,8.2,55.8,1,7,1,9.600000000000001,2197.9,38.519999999999996,-0.4546903189083008,-0.15757027723235792
0.0,23.0,16.0,64.1,7.4,50.3,0,7,2,8.2,2038.3799999999999,54.28,-0.5022684792680813,-0.11769765285961403
60.0,12.0,7.0,80.0,0.9,6.1,0,7,3,6.099999999999998,2056.0,70.56,-0.32287133930864026,0.33631168183390203
16.195930947406953,6.0,4.0,96.8,0.0,0.0,0,7,4,3.3000000000000007,2236.08,45.54,-0.27967804966792625,0.006160103669207838
0.0,19.0,10.0,80.3,0.9,6.1,0,7,5,6.799999999999997,2160.0699999999997,28.14,-0.3521988558609144,-0.28501578890992996
9.208583489904566,39.0,25.0,73.4,4.3,29.3,0,7,6,9.100000000000001,2209.34,33.6,-0.4265037416677484,-0.23014001568034542
14.407732447892839,31.0,19.0,78.5,1.1,7.5,1,7,7,5.200000000000003,2284.35,35.849999999999994,-0.4653462935226349,-0.28411885012274235
11.461408164500197,23.0,15.0,81.6,2.9,19.9,1,7,8,6.0,2431.68,47.6,-0.4674472899538029,-0.06730657356596718
0.0,16.0,10.0,77.3,3.8,26.0,0,7,9,5.599999999999998,2257.16,44.84,-0.45156996369810537,-0.13013239061756565
0.5,23.0,16.0,80.4,4.2,28.8,0,7,10,6.099999999999998,2347.6800000000003,55.440000000000005,-0.45011019586145595,0.06898592072080637
0.4,31.0,20.0,86.8,0.1,0.7,0,7,11,3.3999999999999986,2387.0,53.02000000000001,-0.4402263370418151,-0.021277782945584325
0.0,27.0,19.0,75.1,4.9,33.6,0,7,12,8.7,2440.75,38.080000000000005,-0.5255149128711448,-0.2832219113355548
13.911392826230612,33.0,22.0,76.1,1.4,9.6,0,7,13,5.199999999999999,2397.1499999999996,44.71,-0.5542908120065092,-0.2115491116747548
0.0,24.0,17.0,71.4,7.1,49.0,1,7,14,7.399999999999999,2391.9,57.42000000000001,-0.5866401017512867,-0.07435967860079365
1.9447924288156155,20.0,12.0,71.1,8.7,60.0,1,7,15,8.600000000000001,2452.95,54.39,-0.5885565604886664,-0.057562652169578156
0.0,17.0,11.0,68.4,10.5,72.4,0,7,16,11.000000000000004,2407.6800000000003,53.24,-0.5714020923825023,0.20874376489365631
1.6138993477074646,13.0,9.0,63.1,8.9,61.4,0,7,17,8.099999999999998,2069.68,56.809999999999995,-0.5529689065456626,-0.05576877459520311
2.441132050477842,11.0,9.0,62.5,8.4,57.9,0,7,18,8.400000000000002,2131.25,53.97,-0.587417448927701,-0.09295058260638436
11.098801636811336,13.0,9.0,80.1,3.1,21.5,0,7,19,6.5,2443.0499999999997,45.599999999999994,-0.48327802484836424,-0.06820351235315472
10.60246201514911,17.0,13.0,75.8,3.4,23.6,0,7,20,8.2,2410.44,35.400000000000006,-0.512156077546084,-0.25757790229513766
0.0,19.0,13.0,64.0,11.3,78.5,1,7,21,9.999999999999996,2259.2,43.01,-0.6076904444933042,-0.2734779899391657
0.0,20.0,14.0,59.8,11.4,79.2,1,7,22,9.399999999999999,2146.8199999999997,53.0,-0.6388468042698042,-0.15577639965798282
0.0,25.0,20.0,61.8,12.4,86.7,0,7,23,8.599999999999998,2212.4399999999996,48.96,-0.6466224396121011,-0.2018051902783657
0.0,23.0,19.0,57.4,12.3,86.0,0,7,24,9.600000000000001,2095.1,45.73,-0.6572855573157621,-0.167314198628747
